POS,ID,pos_score,neg_score

n,07630782,0,0

n,07630909,0,0

n,07631023,0,0

n,07631109,0,0

n,07631212,0,0

n,07631350,0,0

n,07631511,0,0.375

n,07631672,0,0.375

n,07631834,0,0

n,07631926,0,0

n,07632037,0,0

n,07632240,0,0

n,07632357,0,0

n,07632515,0,0

n,07632679,0,0

n,07632802,0,0

n,07632980,0,0

n,07633064,0,0

n,07633146,0,0

n,07633229,0,0

n,07633369,0,0.125

n,07633511,0,0

n,07633640,0,0.125

n,07633743,0,0

n,07633861,0,0

n,07633960,0,0

n,07634048,0,0.25

n,07634141,0,0

n,07634306,0.125,0.125

n,07634406,0,0

n,07634514,0,0.25

n,07634605,0,0

n,07634751,0,0

n,07634901,0,0

n,07635044,0,0

n,07635155,0,0

n,07635746,0,0.125

n,07635827,0,0

n,07635934,0,0

n,07636020,0.125,0

n,07636126,0,0

n,07636271,0,0

n,07636384,0,0

n,07636534,0,0

n,07636669,0,0

n,07636779,0,0

n,07636869,0.125,0

n,07636957,0,0

n,07637045,0,0.5

n,07637178,0.125,0

n,07637292,0,0

n,07637398,0,0.375

n,07637508,0,0

n,07637652,0,0

n,07637737,0,0

n,07637949,0,0

n,07638039,0,0

n,07638128,0,0

n,07638226,0,0

n,07638317,0,0

n,07638439,0,0

n,07638574,0,0

n,07638676,0,0

n,07638898,0,0

n,07639069,0,0

n,07639188,0,0

n,07639344,0,0.375

n,07639475,0,0

n,07639577,0,0

n,07639716,0,0

n,07639855,0,0

n,07640014,0,0

n,07640105,0,0

n,07640203,0,0

n,07640560,0,0

n,07640653,0,0

n,07640749,0,0

n,07640844,0,0

n,07640991,0,0

n,07641138,0,0

n,07641256,0,0

n,07641380,0,0

n,07641581,0,0

n,07641699,0,0

n,07641807,0,0

n,07641928,0,0

n,07642070,0,0

n,07642182,0,0

n,07642361,0,0

n,07642471,0,0

n,07642742,0,0

n,07642833,0,0

n,07642933,0,0

n,07643026,0,0.125

n,07643200,0,0

n,07643306,0,0

n,07643474,0,0

n,07643577,0,0

n,07643679,0,0

n,07643764,0,0

n,07643891,0,0

n,07643981,0.125,0

n,07644244,0,0

n,07644382,0,0

n,07644706,0,0

n,07644967,0,0

n,07645242,0,0

n,07645384,0,0

n,07645469,0,0

n,07645631,0,0

n,07645769,0,0

n,07645886,0,0

n,07646067,0.625,0

n,07646163,0,0

n,07646284,0,0

n,07646403,0.125,0

n,07646578,0,0.125

n,07646718,0,0

n,07646821,0,0.25

n,07646927,0.125,0

n,07647115,0,0

n,07647321,0.625,0

n,07647496,0,0

n,07647602,0,0

n,07647731,0,0

n,07647870,0,0

n,07648036,0,0

n,07648150,0,0

n,07648267,0,0

n,07648408,0,0

n,07648549,0,0

n,07648717,0,0

n,07648814,0,0

n,07648913,0,0

n,07648997,0,0

n,07649096,0,0

n,07649202,0,0

n,07649342,0,0

n,07649463,0,0.125

n,07649582,0,0

n,07649854,0,0

n,07650449,0,0

n,07650637,0,0

n,07650792,0,0

n,07650903,0,0

n,07651025,0,0

n,07651159,0,0

n,07651245,0,0

n,07651325,0,0

n,07651454,0,0

n,07651774,0,0

n,07651905,0,0

n,07652052,0,0

n,07652207,0,0

n,07652310,0,0

n,07652401,0,0

n,07652488,0,0

n,07652585,0,0.125

n,07652696,0,0

n,07652788,0,0

n,07652881,0,0

n,07652995,0,0.125

n,07653126,0,0

n,07653217,0,0

n,07653311,0,0

n,07653394,0,0

n,07653982,0,0

n,07654148,0.25,0

n,07654298,0,0

n,07654438,0,0.125

n,07654538,0,0.25

n,07654667,0,0

n,07654886,0,0

n,07655067,0,0

n,07655263,0,0

n,07655337,0,0

n,07655505,0,0

n,07655626,0,0

n,07655790,0,0.25

n,07655898,0,0

n,07655988,0,0

n,07656077,0,0

n,07656452,0,0

n,07656645,0,0

n,07656741,0,0

n,07656866,0,0

n,07656961,0,0

n,07657068,0,0

n,07657233,0,0

n,07657337,0,0

n,07657440,0,0

n,07657547,0,0

n,07657664,0,0

n,07657757,0,0

n,07657903,0,0

n,07658058,0,0

n,07658168,0,0

n,07658461,0,0

n,07658580,0,0

n,07658678,0,0

n,07658814,0,0

n,07658958,0,0

n,07659196,0,0

n,07659308,0,0

n,07659425,0,0

n,07659560,0,0

n,07659684,0,0

n,07659793,0,0

n,07659968,0,0

n,07660065,0,0

n,07660283,0,0

n,07660361,0,0

n,07660463,0,0

n,07660590,0,0

n,07660686,0,0

n,07660800,0,0

n,07661002,0,0

n,07661165,0,0

n,07661273,0,0

n,07661357,0,0

n,07661486,0,0

n,07661583,0,0

n,07661711,0.125,0.125

n,07661845,0,0

n,07661950,0,0

n,07662156,0,0.125

n,07662275,0,0

n,07662406,0.25,0

n,07662517,0.375,0

n,07662618,0,0

n,07662719,0,0

n,07662833,0,0

n,07662978,0,0

n,07663118,0,0

n,07663220,0,0

n,07663360,0,0

n,07663492,0,0

n,07663592,0,0

n,07663796,0.5,0

n,07663899,0,0

n,07664007,0,0

n,07664121,0,0

n,07664266,0,0

n,07664379,0.25,0

n,07664468,0,0

n,07664582,0,0

n,07664770,0,0

n,07664936,0,0.125

n,07665013,0,0

n,07665146,0,0

n,07665308,0,0

n,07665438,0,0

n,07665595,0,0

n,07665713,0,0

n,07665844,0.5,0

n,07665983,0,0

n,07666071,0,0

n,07666176,0,0

n,07666303,0,0

n,07666406,0,0

n,07666521,0,0

n,07666733,0,0

n,07666847,0,0

n,07666933,0,0

n,07667042,0,0

n,07667151,0,0

n,07667326,0,0

n,07667480,0,0

n,07667636,0,0

n,07667778,0.125,0

n,07667872,0,0

n,07667974,0,0

n,07668073,0,0

n,07668215,0.75,0

n,07668356,0,0

n,07668481,0,0

n,07668588,0.625,0

n,07668702,0,0

n,07668902,0,0

n,07669098,0.5,0

n,07669211,0,0

n,07669367,0,0

n,07669470,0,0

n,07669588,0,0.25

n,07669713,0,0.125

n,07669788,0.5,0

n,07669891,0,0

n,07670044,0,0

n,07670147,0,0

n,07670254,0,0

n,07670328,0,0

n,07670433,0,0

n,07670657,0.125,0

n,07670731,0,0

n,07670902,0.25,0

n,07670995,0,0

n,07671107,0,0

n,07671269,0,0

n,07671363,0,0

n,07671459,0,0

n,07671581,0,0

n,07671722,0,0

n,07671845,0,0

n,07671953,0,0

n,07672135,0,0

n,07672421,0,0

n,07672583,0,0

n,07672687,0,0

n,07672790,0,0.125

n,07672914,0,0

n,07673145,0,0

n,07673249,0,0

n,07673397,0,0

n,07673872,0,0

n,07674001,0,0

n,07674161,0,0

n,07674267,0,0

n,07674393,0,0

n,07674508,0,0

n,07674617,0,0

n,07674749,0,0

n,07674912,0,0

n,07675040,0,0

n,07675156,0,0

n,07675262,0,0

n,07675411,0,0

n,07675535,0,0.125

n,07675627,0.25,0

n,07675962,0,0

n,07676121,0,0

n,07676273,0,0

n,07676425,0,0

n,07676520,0,0

n,07676602,0,0

n,07676855,0,0

n,07676967,0,0

n,07677071,0,0

n,07677255,0.375,0

n,07677360,0,0

n,07677480,0,0

n,07677593,0,0

n,07677747,0.375,0

n,07677860,0,0

n,07677982,0,0

n,07678065,0.125,0

n,07678193,0.5,0

n,07678313,0,0

n,07678428,0,0

n,07678586,0,0

n,07678729,0,0

n,07678953,0,0

n,07679034,0,0

n,07679140,0,0

n,07679356,0,0

n,07680168,0,0

n,07680313,0,0

n,07680416,0,0

n,07680517,0,0

n,07680655,0,0

n,07680761,0,0

n,07680932,0.125,0

n,07681264,0,0

n,07681355,0,0

n,07681450,0,0

n,07681691,0,0

n,07681805,0,0

n,07681926,0,0

n,07682197,0,0

n,07682316,0,0

n,07682477,0,0

n,07682624,0,0

n,07682808,0,0

n,07682952,0,0

n,07683039,0,0

n,07683138,0,0

n,07683265,0,0

n,07683360,0,0

n,07683490,0,0

n,07683617,0,0

n,07683786,0,0

n,07683973,0,0

n,07684084,0,0

n,07684164,0,0

n,07684289,0,0

n,07684422,0,0

n,07684517,0,0

n,07684600,0.125,0

n,07684938,0,0

n,07685031,0,0

n,07685118,0,0

n,07685218,0,0

n,07685303,0,0

n,07685399,0,0

n,07685546,0,0

n,07685730,0.125,0

n,07685918,0,0

n,07686021,0,0

n,07686202,0,0

n,07686299,0,0

n,07686461,0,0

n,07686634,0,0

n,07686720,0,0

n,07686873,0,0

n,07687053,0,0

n,07687211,0,0

n,07687381,0,0

n,07687469,0,0

n,07687626,0,0.375

n,07687789,0,0

n,07688021,0,0

n,07688130,0,0

n,07688265,0,0

n,07688412,0,0

n,07688624,0,0.5

n,07688757,0,0

n,07688898,0,0

n,07689003,0,0

n,07689217,0,0

n,07689313,0,0

n,07689490,0,0.25

n,07689624,0,0

n,07689757,0,0

n,07689842,0,0

n,07690019,0,0

n,07690152,0,0

n,07690273,0,0

n,07690431,0,0

n,07690511,0,0

n,07690585,0,0

n,07690739,0,0

n,07690892,0,0

n,07691091,0,0

n,07691237,0,0.25

n,07691424,0,0

n,07691539,0,0

n,07691650,0,0

n,07691758,0,0

n,07691863,0,0

n,07691954,0,0

n,07692114,0,0

n,07692248,0,0

n,07692405,0,0

n,07692517,0,0

n,07692614,0,0.625

n,07692887,0,0.25

n,07693048,0,0

n,07693223,0,0

n,07693439,0,0

n,07693590,0,0

n,07693725,0,0

n,07693889,0,0.125

n,07693972,0,0

n,07694169,0,0

n,07694268,0,0

n,07694403,0,0

n,07694516,0.25,0

n,07694659,0,0

n,07694839,0,0

n,07695012,0,0

n,07695097,0,0

n,07695187,0,0

n,07695284,0,0

n,07695410,0,0

n,07695504,0,0

n,07695652,0,0

n,07695742,0,0

n,07695878,0,0

n,07695965,0,0

n,07696403,0,0

n,07696527,0,0

n,07696625,0,0

n,07696728,0,0

n,07696839,0,0

n,07696977,0,0.5

n,07697100,0,0

n,07697313,0,0

n,07697408,0,0

n,07697537,0,0

n,07697699,0,0

n,07697825,0,0

n,07698250,0,0

n,07698401,0,0.75

n,07698543,0,0

n,07698672,0,0

n,07698782,0,0

n,07698915,0,0

n,07699430,0,0

n,07699584,0,0

n,07699682,0,0

n,07699815,0,0

n,07699914,0,0

n,07700003,0,0

n,07700095,0,0

n,07700167,0,0

n,07700255,0,0

n,07700348,0,0

n,07700439,0.375,0.25

n,07700539,0,0

n,07700638,0,0

n,07700766,0,0

n,07700868,0,0

n,07700964,0,0

n,07701053,0,0

n,07701147,0,0

n,07701244,0,0

n,07701372,0,0

n,07701457,0,0

n,07701597,0,0

n,07701715,0,0

n,07701912,0,0

n,07702057,0,0

n,07702193,0,0

n,07702362,0.5,0

n,07702509,0.625,0

n,07702642,0,0

n,07702796,0,0

n,07702957,0,0.125

n,07703053,0,0

n,07703177,0,0

n,07703333,0,0

n,07703515,0,0

n,07703599,0,0

n,07703743,0,0

n,07703889,0,0

n,07704054,0,0

n,07704205,0,0

n,07704305,0,0

n,07704428,0,0

n,07704579,0,0

n,07704656,0.125,0

n,07704755,0,0.25

n,07704994,0,0

n,07705137,0,0

n,07705221,0,0

n,07705303,0,0

n,07705386,0,0

n,07705473,0,0

n,07705557,0,0.5

n,07705633,0,0

n,07705711,0,0

n,07705931,0,0

n,07707451,0,0

n,07708124,0,0

n,07708260,0.625,0

n,07708398,0,0

n,07708512,0,0

n,07708685,0,0

n,07708798,0,0

n,07709046,0,0

n,07709172,0,0

n,07709333,0,0

n,07709701,0,0

n,07709881,0,0

n,07710007,0,0

n,07710283,0,0

n,07710616,0,0

n,07710952,0,0

n,07711080,0.125,0

n,07711232,0,0

n,07711371,0,0

n,07711471,0,0

n,07711569,0,0

n,07711683,0,0.125

n,07711799,0,0

n,07711907,0,0

n,07712063,0,0

n,07712267,0,0

n,07712382,0,0

n,07712559,0,0

n,07712748,0,0

n,07712856,0,0

n,07712959,0,0

n,07713074,0,0

n,07713267,0.25,0

n,07713395,0,0

n,07713763,0,0

n,07713895,0,0

n,07714078,0,0.25

n,07714188,0.125,0

n,07714287,0,0

n,07714448,0,0

n,07714571,0,0

n,07714802,0,0

n,07714895,0,0

n,07714990,0,0

n,07715103,0,0

n,07715221,0,0

n,07715407,0,0

n,07715561,0,0

n,07715721,0,0

n,07716034,0,0

n,07716203,0,0

n,07716358,0,0

n,07716504,0,0

n,07716649,0,0.125

n,07716750,0,0

n,07716906,0,0

n,07717070,0,0

n,07717410,0,0

n,07717556,0,0

n,07717714,0,0

n,07717858,0,0

n,07718068,0.25,0

n,07718195,0,0

n,07718329,0,0

n,07718472,0,0

n,07718671,0,0.125

n,07718747,0,0

n,07718920,0,0

n,07719058,0,0

n,07719213,0,0

n,07719330,0,0

n,07719437,0.25,0

n,07719616,0,0

n,07719756,0,0

n,07719839,0,0

n,07719980,0,0

n,07720084,0,0

n,07720185,0,0

n,07720277,0,0

n,07720442,0,0

n,07720615,0,0

n,07720875,0,0

n,07721018,0,0

n,07721118,0,0

n,07721195,0.125,0

n,07721325,0,0.125

n,07721456,0,0

n,07721678,0,0

n,07721833,0,0

n,07721942,0,0

n,07722052,0,0

n,07722217,0,0.125

n,07722390,0,0

n,07722485,0,0

n,07722666,0,0

n,07722763,0,0.125

n,07722888,0,0

n,07723039,0,0

n,07723177,0,0

n,07723330,0.625,0

n,07723559,0,0

n,07723753,0,0

n,07723968,0,0

n,07724078,0,0

n,07724173,0,0

n,07724269,0,0

n,07724492,0,0

n,07724654,0,0.25

n,07724819,0,0

n,07724943,0,0

n,07725158,0,0

n,07725255,0,0

n,07725376,0,0

n,07725531,0.25,0.125

n,07725663,0,0

n,07725789,0.125,0

n,07725888,0.125,0

n,07726009,0,0

n,07726095,0,0

n,07726230,0,0

n,07726386,0,0

n,07726525,0,0

n,07726672,0,0

n,07726796,0.125,0

n,07727048,0,0

n,07727140,0,0

n,07727252,0,0

n,07727377,0,0

n,07727458,0,0

n,07727578,0,0

n,07727741,0,0

n,07727868,0,0

n,07728053,0.375,0

n,07728181,0,0

n,07728284,0,0

n,07728391,0,0

n,07728585,0,0

n,07728708,0,0

n,07728804,0,0

n,07729000,0,0

n,07729142,0,0

n,07729225,0,0

n,07729384,0,0

n,07729485,0.375,0

n,07729828,0,0

n,07729926,0,0

n,07730033,0,0

n,07730207,0,0

n,07730320,0,0

n,07730406,0,0

n,07730562,0,0

n,07730708,0,0

n,07730855,0,0.25

n,07731006,0,0

n,07731122,0.125,0

n,07731284,0,0

n,07731436,0,0

n,07731587,0,0.25

n,07731767,0,0

n,07731952,0,0

n,07732168,0,0

n,07732302,0,0

n,07732433,0,0

n,07732525,0,0

n,07732636,0,0

n,07732747,0,0

n,07732904,0,0

n,07733005,0,0

n,07733124,0,0

n,07733217,0,0

n,07733394,0,0

n,07733567,0,0

n,07733712,0,0

n,07733847,0,0

n,07734017,0,0

n,07734183,0,0

n,07734292,0,0

n,07734417,0.25,0

n,07734555,0,0

n,07734744,0,0

n,07734879,0,0

n,07735052,0,0

n,07735179,0,0

n,07735294,0,0

n,07735404,0,0

n,07735510,0,0

n,07735687,0,0

n,07735803,0,0

n,07735981,0,0

n,07736087,0,0

n,07736256,0,0

n,07736371,0,0.125

n,07736527,0,0

n,07736692,0,0

n,07736813,0,0

n,07736971,0,0

n,07737081,0,0

n,07737594,0,0

n,07737745,0,0

n,07737980,0,0

n,07738105,0.125,0.5

n,07738224,0,0

n,07738353,0,0

n,07738570,0,0.25

n,07738760,0,0

n,07738905,0,0

n,07739035,0,0

n,07739125,0,0

n,07739344,0.125,0.25

n,07739506,0,0

n,07739923,0,0

n,07740033,0,0

n,07740115,0,0

n,07740220,0,0

n,07740342,0,0.125

n,07740461,0,0

n,07740597,0,0

n,07740744,0,0

n,07740855,0,0

n,07740954,0,0

n,07741138,0,0

n,07741235,0,0

n,07741357,0,0

n,07741461,0,0.125

n,07741623,0,0

n,07741706,0,0

n,07741804,0,0

n,07741888,0.625,0

n,07742012,0,0

n,07742224,0,0

n,07742313,0,0.125

n,07742415,0,0

n,07742513,0,0

n,07742605,0,0

n,07742704,0,0

n,07743224,0,0

n,07743384,0,0

n,07743544,0,0

n,07743723,0,0

n,07743902,0,0

n,07744057,0,0

n,07744246,0,0

n,07744430,0,0

n,07744559,0,0

n,07744682,0,0

n,07744811,0,0

n,07745046,0,0

n,07745197,0,0

n,07745357,0,0

n,07745466,0,0

n,07745661,0,0

n,07745803,0,0

n,07745940,0,0

n,07746038,0,0

n,07746186,0.125,0

n,07746334,0,0

n,07746551,0,0

n,07746749,0,0

n,07746910,0,0

n,07747055,0,0

n,07747455,0,0

n,07747607,0,0

n,07747811,0,0

n,07747951,0,0

n,07748157,0,0

n,07748276,0,0

n,07748416,0,0

n,07748574,0,0

n,07748753,0.375,0

n,07748912,0,0

n,07749095,0,0

n,07749192,0,0

n,07749312,0,0

n,07749446,0,0

n,07749582,0,0

n,07749731,0,0

n,07749870,0,0

n,07749969,0,0

n,07750146,0,0

n,07750299,0,0

n,07750449,0,0

n,07750586,0,0

n,07750736,0,0.375

n,07750872,0,0

n,07751004,0,0

n,07751148,0,0.25

n,07751280,0,0

n,07751451,0,0

n,07751737,0,0

n,07751858,0,0

n,07751977,0,0

n,07752109,0,0

n,07752264,0,0

n,07752377,0,0

n,07752514,0,0

n,07752602,0,0.25

n,07752664,0,0.125

n,07752782,0,0

n,07752874,0,0

n,07752966,0,0

n,07753113,0,0

n,07753275,0,0

n,07753448,0,0

n,07753592,0,0

n,07753743,0,0

n,07753980,0,0

n,07754155,0,0

n,07754279,0,0

n,07754451,0,0

n,07754684,0,0

n,07754894,0,0

n,07755089,0,0

n,07755262,0,0

n,07755411,0,0

n,07755619,0,0

n,07755707,0,0

n,07755929,0,0

n,07756096,0,0

n,07756325,0,0

n,07756499,0,0

n,07756641,0,0

n,07756838,0,0

n,07756951,0,0

n,07757132,0,0.125

n,07757312,0,0

n,07757511,0,0

n,07757602,0,0

n,07757753,0,0

n,07757874,0,0

n,07757990,0,0

n,07758125,0,0

n,07758260,0,0

n,07758407,0,0

n,07758582,0,0

n,07758680,0,0

n,07758950,0,0

n,07759194,0,0

n,07759324,0,0

n,07759424,0,0

n,07759576,0,0

n,07759691,0,0

n,07759816,0,0

n,07760070,0,0

n,07760153,0,0

n,07760297,0,0

n,07760395,0,0

n,07760501,0,0

n,07760673,0,0

n,07760755,0,0

n,07760859,0,0

n,07761141,0,0

n,07761309,0,0

n,07761461,0,0

n,07761611,0,0

n,07761777,0,0

n,07761954,0,0

n,07762114,0,0

n,07762244,0,0

n,07762373,0,0

n,07762534,0,0

n,07762740,0,0

n,07762913,0,0

n,07763107,0,0

n,07763290,0,0

n,07763483,0,0

n,07763629,0,0

n,07763792,0,0

n,07763987,0,0

n,07764155,0,0

n,07764315,0,0

n,07764486,0.25,0

n,07764630,0,0

n,07764847,0,0

n,07765073,0,0

n,07765208,0,0

n,07765361,0,0

n,07765517,0,0

n,07765612,0,0

n,07765728,0,0

n,07765862,0,0

n,07765999,0,0

n,07766173,0,0

n,07766409,0,0

n,07766530,0,0

n,07766723,0,0

n,07766891,0,0

n,07767002,0,0

n,07767171,0,0

n,07767344,0,0

n,07767549,0,0

n,07767709,0,0

n,07767847,0,0

n,07768068,0,0

n,07768139,0,0

n,07768230,0,0

n,07768318,0,0

n,07768423,0,0

n,07768590,0.125,0

n,07768694,0,0

n,07768858,0,0

n,07769005,0,0

n,07769102,0,0

n,07769306,0,0

n,07769465,0,0

n,07769584,0,0

n,07769731,0,0

n,07769886,0,0

n,07770034,0,0

n,07770180,0,0

n,07770289,0,0

n,07770439,0,0

n,07770571,0,0

n,07770763,0,0

n,07770869,0,0

n,07771082,0,0

n,07771212,0,0

n,07771405,0,0

n,07771539,0,0

n,07771731,0,0

n,07771891,0,0

n,07772026,0,0

n,07772147,0,0

n,07772274,0,0

n,07772413,0,0

n,07772631,0,0

n,07772788,0,0

n,07772935,0,0

n,07773238,0,0

n,07773428,0.125,0

n,07773572,0,0

n,07773700,0,0

n,07773827,0,0

n,07774032,0,0

n,07774182,0,0

n,07774295,0,0

n,07774479,0,0

n,07774596,0,0

n,07774719,0,0

n,07774842,0,0

n,07775050,0,0

n,07775197,0,0

n,07775375,0,0

n,07775905,0,0

n,07776545,0,0

n,07776866,0,0

n,07777189,0,0

n,07777358,0,0

n,07777512,0,0

n,07777735,0,0

n,07777840,0,0

n,07777945,0,0

n,07778103,0,0

n,07778224,0,0

n,07778342,0,0

n,07778494,0,0

n,07778680,0,0

n,07778810,0,0

n,07778938,0,0

n,07779123,0,0

n,07779263,0,0

n,07779375,0.125,0

n,07779535,0,0

n,07779664,0,0

n,07779747,0,0

n,07779895,0,0

n,07780038,0,0

n,07780173,0,0

n,07780307,0,0

n,07780486,0,0

n,07780627,0,0

n,07780874,0,0

n,07781022,0,0

n,07781207,0,0

n,07781319,0,0

n,07781497,0,0

n,07781689,0,0

n,07781801,0,0

n,07781972,0.5,0.25

n,07782204,0.5,0

n,07782365,0,0

n,07782475,0,0

n,07782668,0,0

n,07782804,0,0

n,07782939,0,0

n,07783102,0,0

n,07783210,0,0

n,07783550,0,0

n,07783667,0,0

n,07783827,0,0

n,07783967,0,0

n,07784197,0,0

n,07784274,0,0

n,07784367,0.375,0

n,07784522,0,0

n,07784810,0,0

n,07784991,0,0

n,07785138,0,0

n,07785235,0,0

n,07785342,0,0

n,07785487,0,0

n,07785631,0,0

n,07785783,0,0

n,07785887,0,0

n,07786005,0,0

n,07786164,0,0

n,07786337,0,0

n,07786484,0,0

n,07786686,0,0

n,07786856,0,0

n,07787108,0,0.125

n,07787270,0,0

n,07787429,0,0

n,07787613,0,0

n,07787715,0,0

n,07787980,0,0

n,07788106,0,0

n,07788198,0,0

n,07788340,0,0

n,07788435,0,0

n,07788609,0,0

n,07788730,0,0.25

n,07788885,0,0

n,07789063,0,0

n,07789240,0,0

n,07789382,0,0

n,07789541,0,0

n,07789745,0,0

n,07789911,0,0

n,07790081,0,0

n,07790246,0,0

n,07790400,0,0

n,07790601,0,0

n,07790800,0,0

n,07790935,0,0

n,07791039,0,0

n,07791145,0,0

n,07791274,0.125,0

n,07791434,0,0

n,07791535,0.5,0

n,07791663,0,0

n,07791808,0,0

n,07791937,0,0

n,07792027,0,0

n,07792117,0,0

n,07792219,0,0

n,07792383,0,0

n,07792470,0,0

n,07792640,0,0.5

n,07792725,0,0

n,07792926,0,0

n,07793133,0,0

n,07793260,0,0

n,07793521,0,0

n,07793685,0,0

n,07793795,0,0

n,07793946,0,0

n,07794063,0,0

n,07794159,0,0

n,07794353,0,0

n,07794452,0,0

n,07794605,0,0

n,07794744,0,0

n,07794893,0,0

n,07795019,0,0

n,07795133,0,0

n,07795317,0,0

n,07795459,0,0

n,07795598,0,0

n,07795751,0,0

n,07796005,0,0

n,07796165,0,0

n,07796321,0,0

n,07796468,0,0

n,07796649,0,0

n,07796750,0,0

n,07796877,0.25,0.25

n,07796970,0.25,0.25

n,07797189,0.125,0

n,07797357,0,0

n,07797518,0,0

n,07797641,0,0

n,07797913,0,0

n,07798025,0,0

n,07798147,0,0

n,07798233,0,0

n,07798357,0,0

n,07798554,0,0

n,07798728,0,0

n,07798872,0,0

n,07798985,0,0

n,07799132,0,0

n,07799278,0,0.25

n,07799447,0,0

n,07799579,0,0

n,07799738,0.25,0

n,07799874,0,0

n,07800004,0,0

n,07800091,0,0

n,07800487,0,0

n,07800636,0,0

n,07800740,0,0

n,07801007,0,0

n,07801091,0,0

n,07801342,0,0

n,07801508,0,0

n,07801709,0,0

n,07801779,0,0

n,07801892,0,0

n,07802026,0,0

n,07802152,0,0

n,07802246,0,0

n,07802417,0,0

n,07802767,0,0

n,07802863,0,0

n,07802963,0,0

n,07803093,0,0

n,07803213,0,0

n,07803310,0,0

n,07803408,0,0

n,07803545,0,0

n,07803779,0,0

n,07803895,0,0

n,07803992,0,0

n,07804152,0,0

n,07804323,0,0

n,07804543,0,0

n,07804657,0,0

n,07804771,0,0

n,07804900,0,0

n,07805006,0,0

n,07805254,0,0

n,07805389,0,0

n,07805478,0,0

n,07805594,0,0

n,07805731,0,0

n,07805872,0,0

n,07805966,0,0

n,07806043,0,0

n,07806120,0,0

n,07806221,0,0

n,07806633,0,0

n,07806774,0,0

n,07806879,0,0

n,07807002,0,0

n,07807171,0,0

n,07807317,0,0

n,07807472,0.125,0

n,07807594,0,0

n,07807710,0,0

n,07807834,0,0

n,07807922,0,0

n,07808022,0,0

n,07808166,0,0.25

n,07808268,0,0.25

n,07808352,0,0

n,07808479,0,0

n,07808587,0.125,0

n,07808675,0,0

n,07808806,0,0

n,07808904,0,0.125

n,07809096,0,0

n,07809368,0,0

n,07810531,0,0

n,07810633,0,0.25

n,07810745,0,0

n,07810825,0,0

n,07810907,0,0.25

n,07811416,0.375,0.125

n,07812046,0.25,0.125

n,07812184,0,0

n,07812497,0,0

n,07812662,0,0

n,07812790,0,0

n,07812913,0,0

n,07813107,0,0

n,07813324,0,0

n,07813409,0,0

n,07813495,0,0

n,07813579,0,0.25

n,07813717,0,0.125

n,07813833,0,0

n,07814007,0,0

n,07814203,0,0

n,07814390,0,0

n,07814487,0,0

n,07814634,0,0

n,07814790,0,0

n,07814925,0,0

n,07815163,0,0

n,07815294,0,0

n,07815424,0,0

n,07815588,0,0

n,07815839,0,0

n,07815956,0,0

n,07816052,0,0

n,07816164,0,0

n,07816296,0,0

n,07816398,0,0

n,07816575,0,0

n,07816726,0,0

n,07816839,0,0

n,07817024,0.125,0

